Bucket Owner,Bucket,Time,Time - Offset,Remote IP,Requester ARN/Canonical ID,Request ID,Operation,Key,Request-URI,HTTP status,Error Code,Bytes Sent,Object Size,Total Time,Turn-Around Time,Referrer,User-Agent,Version Id,Host Id,Signature Version,Cipher Suite,Authentication Type,Host Header,TLS version
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:19:08:09,+0000],114.119.161.59,-,8CE27052F0F7237F,REST.GET.OBJECT,robots.txt,GET /robots.txt HTTP/1.1,403,AccessDenied,243,-,10,-,-,"Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://aspiegel.com/petalbot)",-,kKsxX7bHZiqOMiSRF9XTnA32JOKzu5X66ZL4UV9BZvisKrBZHhbOTBfSwqLP44TUEsXPdc+mCIs=,-,ECDHE-RSA-AES128-SHA,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:19:03:02,+0000],86.45.218.153,-,590C8122171B6753,REST.GET.OBJECT,Juno/EZLivingInteriors_-_JunoLeft.usdz,GET /ez-living/Juno/EZLivingInteriors_-_JunoLeft.usdz HTTP/1.1,200,-,19290476,19290476,6422,158,https://www.ezliving-interiors.ie/juno-corner-sofa-with-left-hand-chaise-stool,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",-,jrFjADBbf5bqz/vrfWhOHTK2zglBOmyTmkQqmbAUxoKE/uC5flvIrNE2xgBhEPODFO9OTRcW8mw=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:03:04:24,+0000],88.99.161.235,-,2931F02C30171C59,REST.GET.OBJECT,administrator/components/com_wstools/views/sypexdumper/tmpl/sxd/index.php,GET /administrator/components/com_wstools/views/sypexdumper/tmpl/sxd/index.php HTTP/1.1,403,AccessDenied,243,-,17,-,https://ez-living.s3-eu-west-1.amazonaws.com/administrator/components/com_wstools/views/sypexdumper/tmpl/sxd/index.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.79 Safari/537.36",-,ngxBDBK00q5QNYb0OSbZewIWTgddfJN87TRLwtVQzfzXMyVEOrHjclGHBqN/ScglM6oGMA2ZyxI=,-,ECDHE-RSA-AES128-GCM-SHA256,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:21:12:37,+0000],213.202.178.24,-,47E1E89359516E2A,REST.GET.OBJECT,Calia/EZLiving_-_CaliaSofaTable.usdz,GET /ez-living/Calia/EZLiving_-_CaliaSofaTable.usdz HTTP/1.1,200,-,1228412,1228412,66,63,https://www.ezliving-interiors.ie/,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",-,VXnF9D6Zr0tqY1X8Onhxv4nx4iLLwx3OMQcZlkLMdvZCZgy7usp8hI6pRSfNSc56ZuH3ZCMc3xw=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,noplacelike,[01/Jun/2020:05:01:29,+0000],157.46.21.50,-,0B030EF17E50710F,REST.GET.OBJECT,MV%2BTest/West%2BElm%2BThree%2BSeater.glb,GET /MV+Test/West+Elm+Three+Seater.glb HTTP/1.1,200,-,6988760,6988760,913,65,https://www.noplacelike.co/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",-,OccGrAOpYaRAWOc/V4kGd8GWqopQZhQVyKbMwjKSLC0S/pGmFog0498ww4+63p8DbrmImEu35Rk=,-,ECDHE-RSA-AES128-GCM-SHA256,-,noplacelike.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:11:31:07,+0000],31.13.127.14,-,0814645D4198D2AE,REST.GET.OBJECT,Marlow/MarlowVelvetPink.usdz,GET /Marlow/MarlowVelvetPink.usdz HTTP/1.1,200,-,3036272,3036272,54,43,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,e1xUkdsHMV3B4y8yuVjIW0g2fZ8B8jaqtfTK323LMlYa8f5zBADvhB3Fh5owJflIRbdn+OO22YM=,-,ECDHE-RSA-AES128-GCM-SHA256,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:21:26:19,+0000],31.13.103.19,-,B40C3733B092C05C,REST.GET.OBJECT,Waldorf/EZLivingInteriors-Waldorf3Seater.usdz,GET /ez-living/Waldorf/EZLivingInteriors-Waldorf3Seater.usdz HTTP/1.1,200,-,7342582,7342582,149,65,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,edz+1qVC9sY507kI7QSuVenkz88xmgwR7oDUydU2x6G1tYmI6p8GJsuLJhwMupxaesvJqHIjs1M=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:21:22:33,+0000],212.129.72.176,-,5AFE10078776705D,REST.GET.OBJECT,Chic/EZLivingInteriors-ChicBarstoolBlack.usdz,GET /ez-living/Chic/EZLivingInteriors-ChicBarstoolBlack.usdz HTTP/1.1,200,-,8950069,8950069,225,57,https://www.ezliving-interiors.ie/,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",-,/ltS1TWo9V8pOIwAPFzUmnjHr8O0kTnSfiAwVtVnquy25UydtXORA4Be0oGU8Ngy353Xfz3tHQc=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,noplacelike,[01/Jun/2020:17:54:08,+0000],68.173.56.20,-,C347154E0E6BDDAE,REST.GET.OBJECT,MV%2BTest/West%2BElm%2BThree%2BSeater.glb,GET /MV+Test/West+Elm+Three+Seater.glb HTTP/1.1,200,-,6988760,6988760,173,74,https://www.noplacelike.co/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36",-,oACF4/6n+UmGMvVTNvn+Tx6mmx18ucB+ufFvfhHNDNDxs1VF9muCHhwatyBw8i17e+Saq+v+xgA=,-,ECDHE-RSA-AES128-GCM-SHA256,-,noplacelike.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:20:43:45,+0000],173.252.83.111,-,670BA5BBF56732FB,REST.GET.OBJECT,Kendal/EZLivingInteriors_-_KendalArmchairBlue.usdz,GET /ez-living/Kendal/EZLivingInteriors_-_KendalArmchairBlue.usdz HTTP/1.1,206,-,524288,5289013,76,71,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,oIOZrdb/mxfjA0babyD1YNUPmSJpM4/OlyjhKu7uxo4+KplnVQWxk025ceUhHdkN6rYhVTb4xP4=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:11:31:05,+0000],31.13.127.11,-,95FDC5D6EF1DA255,REST.GET.OBJECT,Marlow/MarlowVelvetPink.usdz,GET /Marlow/MarlowVelvetPink.usdz HTTP/1.1,206,-,524288,3036272,96,92,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,ocpb2TWzfH4Btk1P54IO+r7+TCf0E67K596CV/XvwhPLCQUjCfw9CcQTB1tn1y5c1ZhDOvayVCo=,-,ECDHE-RSA-AES128-GCM-SHA256,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:18:43:24,+0000],17.58.98.146,-,91BE7383D2AB7552,REST.GET.OBJECT,Panama/PanamaConsoleTableWhite.usdz,GET /ez-living/Panama/PanamaConsoleTableWhite.usdz HTTP/1.1,200,-,862852,862852,78,75,-,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5 (Applebot/0.1; +http://www.apple.com/go/applebot)",-,klXLg5Nyn9uK56ZnwFITtIQWkerUmRWpuMnu5e5x4YVIoZEuDyNw27Mq5oyqGJ2cP+aUGnvoftw=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3.eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:00:01:18,+0000],31.13.127.6,-,AC01CFA939BDE867,REST.GET.OBJECT,Juno/EZLivingInteriors_-_JunoLeft.usdz,GET /ez-living/Juno/EZLivingInteriors_-_JunoLeft.usdz HTTP/1.1,206,-,524288,19290476,108,94,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,oWM7yOb08gQ2jLCsYAMkGo+4AixCB9pX7A7LK7jemPp4KN3p+unvaIIa2Z65VdXYs+0F+NNcAQY=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:14:35:06,+0000],80.111.148.238,-,B7C86E674A0CC5C6,REST.GET.OBJECT,Carter/Carter%2Bgrey%2Bbar%2Bstool.usdz,GET /ez-living/Carter/Carter+grey+bar+stool.usdz HTTP/1.1,200,-,12808481,12808481,520,110,https://www.ezliving-interiors.ie/,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.4 Mobile/15E148 Safari/604.1",-,GvYqf6Hw76gxFxiR86nc8Hf/GRHxeP0T9o6B9+vX1dX7hkBbaUKqe9tdMJqVT+aH1O/J6qK/1iI=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:16:05:47,+0000],39.103.142.195,-,405395CCE6FABCC2,REST.HEAD.OBJECT,dede_ht/login.php,HEAD /dede_ht/login.php HTTP/1.1,403,AccessDenied,243,-,13,-,-,-,-,187LTVCdHa8FWfWVpwma8zQ9OgVf7LZBs0nGJ4DTkCaKfSvjoDXF3vzDoJb9vGg3zM/m4xZ4BHo=,-,-,-,ez-living.s3-eu-west-1.amazonaws.com,-
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:20:29:52,+0000],185.2.64.86,-,A2994505ACC5FED2,REST.GET.OBJECT,Emily/Emily6DrawerDresser.usdz,GET /Emily/Emily6DrawerDresser.usdz HTTP/1.1,200,-,564931,564931,70,69,https://www.ezliving-interiors.ie/chest-of-drawers,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",-,EYxYOVm1F456kGo09QBxcbL1ZpgNUmeUEpKeQgSk/E6x0vVvqfA0kheZqUyD2nlF3a6fsmGkQdU=,-,ECDHE-RSA-AES128-GCM-SHA256,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:18:27:51,+0000],78.17.61.42,-,5A59BD16AC0ED0C1,REST.GET.OBJECT,Cheltenham/EZLivingInteriors-CheltanhamTripleWardrobe.usdz,GET /ez-living/Cheltenham/EZLivingInteriors-CheltanhamTripleWardrobe.usdz HTTP/1.1,200,-,2031798,2031798,36,32,https://www.ezliving-interiors.ie/,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",-,HfXLbJFwnthH4LJbe7Z/sNDOhzUPHJW5WbVexKxIj1TlpmlmDhlRu73FI5Sw8KkTrp5eo5yyzT8=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:15:36:27,+0000],31.13.115.2,-,E04BFA218C476ECE,REST.GET.OBJECT,Scott/EZLivingInteriors-Scott3Leather.usdz,GET /ez-living/Scott/EZLivingInteriors-Scott3Leather.usdz HTTP/1.1,206,-,524288,7684059,67,63,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,ogrKyi4cxNG1bTqRby00jIM8qhfN4saYpLVpos4W8ffB7QO1XZANDRblCuHDlrH/XtUuOMSRC+Y=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:20:43:45,+0000],173.252.83.12,-,7EAA5CE12BD886BD,REST.GET.OBJECT,Waldorf/EZLivingInteriors-Waldorf2Seater.usdz,GET /ez-living/Waldorf/EZLivingInteriors-Waldorf2Seater.usdz HTTP/1.1,206,-,524288,7380849,103,100,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,2SHCTjrRUE54ygJJUYuSNiaTbsUSNJFzlCvwcI6rTt1TzL4j8RCYG9hzwau+KKjEUywVLBN8G5A=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:07:49:20,+0000],46.229.168.143,-,8334AF81BED0F710,REST.GET.OBJECT,Primrose/PrimroseLightBrown.usdz,GET /ez-living/Primrose/PrimroseLightBrown.usdz HTTP/1.1,200,-,2723764,2723764,103,88,-,Mozilla/5.0 (compatible; SemrushBot/6~bl; +http://www.semrush.com/bot.html),-,p0vcGLI4bcGKEerpX8b4paB+cIDIy7vyoqkCGGMy6/K+hNqKQ92Iq2zFeN18jPcq3kVUEWVxnEw=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3.eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:21:37:25,+0000],31.13.103.18,-,2C0F5ED2DCDCE9FE,REST.GET.OBJECT,Marlow/MarlowVelvetNavy.usdz,GET /Marlow/MarlowVelvetNavy.usdz HTTP/1.1,206,-,524288,3074032,82,79,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,ci4u+3pToC9G/QBFelhX34O/pYV9Vjjq6Bn0SwxxpGqBrPXye9AIv0mb2wB5QvZ55kvvmbw7gw4=,-,ECDHE-RSA-AES128-GCM-SHA256,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:12:53:54,+0000],31.13.127.31,-,3F9833D2DD8394CA,REST.GET.OBJECT,Scott/EZLivingInteriors-Scott3Leather.usdz,GET /ez-living/Scott/EZLivingInteriors-Scott3Leather.usdz HTTP/1.1,206,-,524288,7684059,82,75,-,facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php),-,A+8+Do0Aigg+UZL89+4jfE26UeXs3gRVacR6ZnxIzke5BC2QlSbX9gMHC7KnkXCI7h85hlaAkGw=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:21:26:50,+0000],109.76.90.131,-,25B5038FF70E7986,REST.GET.OBJECT,Emily/Emily4Bed.usdz,GET /Emily/Emily4Bed.usdz HTTP/1.1,200,-,4708301,4708301,137,91,https://www.ezliving-interiors.ie/,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",-,1ubw2CBCJThIEeie5uw8Tvq0Hga0Rg13E+mgnJItWRpN1yukvlNS1V/aiTR/cFHQW/f00yUOZdY=,-,ECDHE-RSA-AES128-GCM-SHA256,-,ez-living.s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:19:53:05,+0000],80.111.38.5,-,5035D36E5B72C6F7,REST.GET.OBJECT,Kendal/EZLivingInteriors_-_Kendal2SeaterBlue.usdz,GET /ez-living/Kendal/EZLivingInteriors_-_Kendal2SeaterBlue.usdz HTTP/1.1,200,-,6270688,6270688,102,50,https://www.ezliving-interiors.ie/,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1",-,pMwOKKdQw0c8UWd5Gqu4UIkRkpGrY6yNxDUQr1nn2Jkp8MLXKbNEuxnlPh8UK+5rt2skht2PSGI=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
2f0544e0e64958de8c656135fcdbad1af1b43808c0d0b974fc77f171694c558e,ez-living,[01/Jun/2020:00:16:07,+0000],199.102.205.207,-,36C7282C604152BE,REST.GET.OBJECT,Inspire/EZLivingInteriors_-_InspireRightGrey.usdz,GET /ez-living/Inspire/EZLivingInteriors_-_InspireRightGrey.usdz HTTP/1.1,200,-,14241290,14241290,6926,63,https://www.ezliving-interiors.ie/,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",-,d3FBkRxgwYCTjscnWPspn+ivoHyc57tzD5v07GHqOCSCf+xd2rQR7IxNaCtQ3FZa7Jm03WoAS/4=,-,ECDHE-RSA-AES128-GCM-SHA256,-,s3-eu-west-1.amazonaws.com,TLSv1.2
